Freq(Mhz);Pol;X1;Y1;X2;Y2
23000;V;18.822674753;20.75385483;18.943289949;21.3619047599999
38000;H;18.822674753;20.75385483;19.312512765;21.35600789
23000;H;18.822674753;20.75385483;19.192877241;21.54679411
38000;V;18.822674753;20.75385483;18.576123836;21.33760514
38000;V;18.822674753;20.75385483;18.876723028;21.20048057
23000;H;19.605728336;22.08003258;19.891123426;21.9799801
38000;V;19.605728336;22.08003258;19.778364193;22.09964098
38000;H;19.605728336;22.08003258;19.766897882;22.22782972
23000;H;19.605728336;22.08003258;19.611398561;22.41886177
38000;H;19.605728336;22.08003258;19.24414776;21.94421728
38000;V;19.605728336;22.08003258;19.031653144;22.44124656
23000;V;19.605728336;22.08003258;19.840774756;21.97130917
23000;H;19.605728336;22.08003258;19.7887218150001;21.89333
38000;V;19.605728336;22.08003258;18.98678333;21.82370547
38000;V;19.605728336;22.08003258;19.482880361;21.96875657
38000;H;19.605728336;22.08003258;19.43685717;21.88652033
38000;H;19.605728336;22.08003258;19.277707847;22.25083245
38000;V;19.605728336;22.08003258;19.4128003680001;21.72329901
38000;H;17.886851435;22.1663866;18.040142759;22.23476287
38000;V;17.886851435;22.1663866;17.664552966;22.15056721
23000;H;20.557451794;22.40078646;21.149443708;22.24715972
38000;H;19.086583734;21.9131950900001;18.6711456620001;22.0262071999999
38000;V;19.086583734;21.9131950900001;19.338494158;21.95181941
23000;H;19.086583734;21.9131950900001;19.490687285;21.70603706
38000;H;17.105608447;22.80401535;15.797914133;21.54625427
38000;V;18.56592486;21.66428046;19.031653144;22.44124656
38000;H;18.56592486;21.66428046;18.710812543;21.62499448
23000;H;19.95405906;19.9396314599999;21.666964306;19.27266123
38000;H;19.95405906;19.9396314599999;19.6639338539999;19.25258388
23000;H;18.015601033;21.89509265;18.040142759;22.23476287
38000;V;18.015601033;21.89509265;17.54444149;22.25445484
38000;V;18.655434195;19.9981661799999;19.043594142;19.77759583
38000;H;18.655434195;19.9981661799999;18.714124342;20.0381137399999
38000;H;18.655434195;19.9981661799999;18.710743121;19.56143805
38000;V;19.300732785;21.1988943;19.356867231;21.30499951
23000;V;20.870031148;22.1364521399999;20.608431211;21.40897587
23000;V;20.120984675;22.27582849;20.608431211;21.40897587
38000;H;20.368603241;20.63579245;19.877925723;20.71755284
38000;H;20.368603241;20.63579245;20.424138127;20.51995513
38000;V;20.368603241;20.63579245;20.492306207;20.80591064
38000;H;20.368603241;20.63579245;20.030448861;20.75116576
38000;V;19.192877241;21.54679411;18.947850402;21.52188387
38000;H;19.192877241;21.54679411;19.107783131;21.6823101
38000;H;19.192877241;21.54679411;19.035004553;21.74690072
23000;V;18.027333706;21.44875563;18.040142759;22.23476287
38000;H;18.027333706;21.44875563;17.997362207;21.58075081
38000;V;17.54444149;22.25445484;17.491609705;22.18564523
23000;V;19.632692845;22.28339518;19.652643024;22.79022123
38000;V;19.632692845;22.28339518;19.031653144;22.44124656
38000;H;19.632692845;22.28339518;19.699937644;21.90865593
23000;H;19.632692845;22.28339518;19.796192703;22.19136912
23000;V;19.191093821;22.27460117;19.24414776;21.94421728
38000;H;19.928388585;21.5139421;20.185461332;21.50543255
38000;V;19.928388585;21.5139421;19.998242984;21.41047428
38000;V;19.928388585;21.5139421;21.383009904;22.18610934
38000;H;19.1784903609999;20.5757848500001;19.244248338;20.49064671
38000;H;19.905263334;21.79092565;20.608431211;21.40897587
23000;H;19.905263334;21.79092565;19.891123426;21.9799801
38000;V;19.490687285;21.70603706;19.435097361;21.80224978
38000;V;19.490687285;21.70603706;19.6394496009999;21.77227379
38000;V;19.490687285;21.70603706;19.5748656509999;21.75932551
38000;H;19.490687285;21.70603706;19.38991084;21.82967157
38000;H;17.5181013560001;20.0360248;18.913224974;18.70591334
38000;H;17.5181013560001;20.0360248;17.683147256;20.22565345
38000;H;17.5181013560001;20.0360248;17.664648026;20.38413639
38000;H;17.5181013560001;20.0360248;18.4190562089999;20.24215027
38000;V;17.5181013560001;20.0360248;17.909847571;19.05922896
23000;H;17.5181013560001;20.0360248;18.177589074;17.69383164
38000;V;19.856457669;20.87674013;20.608431211;21.40897587
38000;H;19.856457669;20.87674013;19.937647319;20.95788878
38000;V;19.438526353;20.41184741;19.248699715;20.76228304
38000;V;19.438526353;20.41184741;19.175408259;21.29877733
38000;V;18.3911634280001;22.59805535;19.031653144;22.44124656
38000;V;18.701490854;22.06880784;18.605453081;21.90177688
38000;H;18.701490854;22.06880784;18.522542943;22.3866020899999
38000;V;18.701490854;22.06880784;19.031653144;22.44124656
38000;V;19.24414776;21.94421728;19.388329511;21.94215694
38000;V;19.24414776;21.94421728;19.256074091;21.8967334800001
38000;H;19.24414776;21.94421728;19.107783131;21.6823101
38000;V;19.24414776;21.94421728;19.200418498;21.79118736
38000;V;19.24414776;21.94421728;19.035004553;21.74690072
38000;V;18.819969209;21.8086209400001;19.031653144;22.44124656
38000;V;18.819969209;21.8086209400001;18.89980201;21.82445105
38000;V;19.487983296;20.50733402;19.151818893;21.24838376
38000;H;19.487983296;20.50733402;19.654608082;20.72080745
38000;V;19.487983296;20.50733402;18.513964801;20.4576749
23000;V;19.487983296;20.50733402;19.175408259;21.29877733
38000;V;19.487983296;20.50733402;18.844831748;20.39279318
23000;V;19.487983296;20.50733402;19.379728453;20.6497689199999
23000;H;19.487983296;20.50733402;19.004703618;20.38046062
38000;H;19.487983296;20.50733402;19.538198955;20.74554477
38000;V;19.487983296;20.50733402;19.46197626;20.4918872699999
38000;V;19.487983296;20.50733402;18.5428710320001;21.25205644
23000;V;19.06561719;19.41967646;21.666964306;19.27266123
38000;V;21.8010169320001;22.35236522;22.983435299;21.90161479
23000;H;18.822904886;20.2174288;18.8519482860001;19.78525327
38000;V;18.822904886;20.2174288;18.706106031;20.1358932
23000;H;18.2557131460001;22.06783598;18.040142759;22.23476287
23000;H;19.768960377;20.70446363;20.608431211;21.40897587
38000;V;19.178420318;21.89525581;20.608431211;21.40897587
38000;V;19.4591001170001;20.84311688;20.608431211;21.40897587
38000;V;20.424138127;20.51995513;20.880094482;20.80069517
38000;H;22.646915341;22.66988964;21.266214762;22.38175475
38000;H;22.646915341;22.66988964;22.822306177;22.72320344
38000;V;22.646915341;22.66988964;24.035454674;24.66108337
38000;V;22.646915341;22.66988964;20.792683805;22.46733638
23000;V;22.646915341;22.66988964;20.96061248;21.95156783
38000;V;22.646915341;22.66988964;23.276036905;23.74032473
38000;V;22.646915341;22.66988964;23.057012639;23.32408077
38000;V;22.646915341;22.66988964;22.340982439;21.64471027
23000;V;22.646915341;22.66988964;21.653114374;22.39291711
23000;H;22.646915341;22.66988964;21.787067244;22.27257666
38000;V;22.646915341;22.66988964;21.4894487759999;23.09205943
38000;V;22.646915341;22.66988964;21.701907491;22.10214127
23000;H;22.646915341;22.66988964;24.670056381;24.50137018
23000;V;22.646915341;22.66988964;22.690628819;23.96268218
23000;V;22.646915341;22.66988964;20.52454233;24.12795847
38000;V;22.646915341;22.66988964;21.915318735;23.42438144
38000;V;22.646915341;22.66988964;23.386061886;24.13687835
23000;H;22.646915341;22.66988964;22.481806827;22.2889961099999
38000;V;22.646915341;22.66988964;21.905975129;23.2918841800001
23000;V;22.646915341;22.66988964;22.634751471;25.17931934
23000;H;22.646915341;22.66988964;20.139520948;23.34916634
38000;H;19.2271889149999;21.1135839;19.386482477;21.08262815
38000;H;19.88918247;20.7746334;20.608431211;21.40897587
38000;H;18.943289949;21.3619047599999;18.866018087;20.97398593
38000;H;18.943289949;21.3619047599999;18.729151321;21.29907122
38000;V;19.031653144;22.44124656;17.356383027;22.12757806
38000;V;19.031653144;22.44124656;20.061277602;22.05014685
38000;V;19.031653144;22.44124656;17.918017409;21.7912808299999
23000;V;19.031653144;22.44124656;18.710812543;21.62499448
38000;V;19.031653144;22.44124656;18.927893404;22.07225433
38000;V;19.031653144;22.44124656;18.9733621040001;21.5978963500001
38000;V;19.031653144;22.44124656;17.986643687;22.13485457
38000;V;19.031653144;22.44124656;20.3268821770001;21.08153765
38000;V;19.031653144;22.44124656;18.983869237;21.42929453
23000;V;19.031653144;22.44124656;17.488821783;22.13051683
38000;V;19.031653144;22.44124656;19.74238432;21.32277498
23000;V;19.572361884;21.17057956;20.608431211;21.40897587
38000;V;16.582708155;13.8824682;16.734682411;14.1655818400001
23000;H;16.582708155;13.8824682;17.980583385;13.6356483700001
38000;V;16.582708155;13.8824682;16.821913866;14.1744513699999
38000;V;16.582708155;13.8824682;16.590101988;13.8209471499999
38000;V;16.582708155;13.8824682;16.750825652;14.22728822
38000;V;20.075876013;12.7596047700001;17.980583385;13.6356483700001
38000;H;19.1159848710001;14.0670377;17.980583385;13.6356483700001
38000;H;18.587326884;17.02308215;18.619773896;16.52900932
38000;V;17.385128711;15.95770954;18.619773896;16.52900932
58000;V;18.645939484;15.7189622299999;18.619773896;16.52900932
23000;V;17.551841393;15.15540591;17.980583385;13.6356483700001
38000;V;17.9528196179999;14.03988842;17.980583385;13.6356483700001
38000;V;16.947023113;12.3696257499999;16.796690216;12.7957583099999
23000;V;16.947023113;12.3696257499999;17.822085622;12.1917553999999
23000;V;16.947023113;12.3696257499999;12.246842728;10.40408323
38000;V;16.947023113;12.3696257499999;16.761196291;11.4440610100001
38000;V;16.947023113;12.3696257499999;17.397494258;13.04979688
38000;V;16.947023113;12.3696257499999;18.3819419879999;12.3966548599999
23000;V;16.947023113;12.3696257499999;15.997828165;12.73126994
38000;V;16.947023113;12.3696257499999;15.717441287;13.6285375600001
38000;V;16.947023113;12.3696257499999;16.56675924;14.0437180000001
23000;H;16.947023113;12.3696257499999;17.980583385;13.6356483700001
23000;H;20.235110974;14.45472303;18.619773896;16.52900932
38000;V;21.133750591;14.3564429200001;20.504249452;14.4907702200001
38000;V;22.285131064;13.20532913;21.370588964;12.3669745400001
38000;V;21.370588964;12.3669745400001;22.0511025940001;12.5669359599999
23000;V;21.370588964;12.3669745400001;25.932280545;14.5815575600001
23000;V;21.370588964;12.3669745400001;23.073194426;13.9581892899999
38000;H;21.370588964;12.3669745400001;21.315315115;12.4696507600001
23000;H;17.93684693;13.2375064999999;17.980583385;13.6356483700001
38000;V;20.5514499830001;17.36753364;20.606357845;17.02134321
38000;V;20.967855189;20.85382526;21.15949148;20.94010314
38000;V;18.7084386080001;13.92347312;19.632844789;12.8936886
23000;V;25.350695253;16.55525637;25.101918543;18.76462647
38000;V;25.350695253;16.55525637;25.863984161;17.19122633
38000;V;19.007176715;15.1173192400001;18.619773896;16.52900932
58000;V;19.751122757;13.7976866200001;17.980583385;13.6356483700001
38000;V;19.751122757;13.7976866200001;19.566856077;14.6506133000001
23000;H;18.633173706;14.7277877799999;17.980583385;13.6356483700001
38000;H;18.545701495;13.21487797;17.980583385;13.6356483700001
38000;V;17.214898496;13.92008103;17.980583385;13.6356483700001
38000;V;20.3922364619999;13.58622404;19.632844789;12.8936886
38000;V;21.7675107259999;13.51938377;21.1619778859999;13.1033924199999
38000;V;21.1619778859999;13.1033924199999;19.632844789;12.8936886
38000;H;21.1619778859999;13.1033924199999;21.906814834;12.9340476500001
23000;V;21.1619778859999;13.1033924199999;21.313944849;12.91450083
38000;V;20.838609774;18.50189082;21.666964306;19.27266123
38000;V;23.132112633;19.08888394;23.8119200480001;20.08012803
23000;V;19.254660969;17.20261571;18.619773896;16.52900932
38000;V;21.557759559;17.54573442;22.211312666;16.0717096299999
38000;H;19.971368198;19.05753388;20.041481852;19.71400492
23000;V;26.827040712;12.00296704;25.932280545;14.5815575600001
38000;V;20.819192386;19.94899576;21.666964306;19.27266123
38000;H;19.632844789;12.8936886;20.215456891;13.74768154
38000;V;19.632844789;12.8936886;18.541298433;13.8185972200001
38000;H;19.632844789;12.8936886;19.795360619;14.1857779399999
38000;H;19.632844789;12.8936886;18.934049426;12.90391233
38000;V;19.632844789;12.8936886;20.775949062;12.58876407
38000;H;19.632844789;12.8936886;21.005395744;13.86699917
23000;V;19.632844789;12.8936886;22.28975053;11.1965983500001
23000;V;18.358818979;10.25433559;19.632844789;12.8936886
38000;V;19.632844789;12.8936886;19.020948985;14.9251996899999
38000;H;19.632844789;12.8936886;20.0501059429999;13.2308933699999
38000;H;19.632844789;12.8936886;18.979158164;13.71474548
23000;H;19.632844789;12.8936886;23.073194426;13.9581892899999
38000;V;19.632844789;12.8936886;20.861232642;12.14051651
23000;H;19.632844789;12.8936886;20.501428834;10.8645595199999
38000;H;20.922094419;21.0774592;21.635808803;21.60696451
38000;V;21.417438597;20.78278964;21.15949148;20.94010314
23000;H;21.635808803;21.60696451;20.608431211;21.40897587
38000;V;20.740313142;21.50874451;20.608431211;21.40897587
38000;V;14.418027326;16.12598223;12.109237886;15.43659776
38000;V;14.418027326;16.12598223;14.811699315;16.7717075
38000;V;14.418027326;16.12598223;15.899288934;16.0868651000001
38000;V;14.418027326;16.12598223;14.3501165839999;16.14192768
38000;V;14.418027326;16.12598223;15.208323847;15.94965115
38000;V;18.619773896;16.52900932;17.743405802;16.3858112999999
23000;V;18.619773896;16.52900932;18.83630213;15.2655497600001
23000;H;18.619773896;16.52900932;17.851990502;19.1638774999999
38000;H;18.619773896;16.52900932;18.081337359;16.75404792
38000;V;18.619773896;16.52900932;18.8523737699999;15.68340016
38000;V;18.619773896;16.52900932;19.048625088;17.38374945
38000;V;18.619773896;16.52900932;18.7030368220001;17.8129913699999
38000;V;18.619773896;16.52900932;20.481852969;15.3189577500001
38000;H;18.619773896;16.52900932;19.0602689960001;16.41385595
23000;V;18.619773896;16.52900932;18.996952084;16.72755001
38000;V;18.619773896;16.52900932;18.535114013;16.43337922
38000;V;18.619773896;16.52900932;16.0908662629999;16.391937
23000;V;18.619773896;16.52900932;20.406778503;14.83468579
58000;V;18.619773896;16.52900932;18.682020645;15.3678460200001
38000;V;18.619773896;16.52900932;19.108405101;17.75130882
38000;V;18.619773896;16.52900932;18.339824046;15.0562885199999
38000;V;18.619773896;16.52900932;17.35992724;18.76202753
38000;V;18.619773896;16.52900932;17.029013271;17.27951007
38000;V;18.619773896;16.52900932;19.550300531;17.7245545
38000;V;18.619773896;16.52900932;19.827146679;15.62585773
38000;H;18.619773896;16.52900932;19.447632933;16.5536468
38000;V;18.619773896;16.52900932;20.456367037;17.11364818
23000;H;18.619773896;16.52900932;16.16274945;15.97252819
38000;V;18.619773896;16.52900932;17.847668985;18.32369323
23000;V;18.619773896;16.52900932;20.082449536;16.94980662
23000;V;18.619773896;16.52900932;16.964102342;17.12192431
23000;V;18.619773896;16.52900932;16.134614515;16.44546555
38000;V;24.027951706;13.5939405;24.253273266;15.05362142
23000;H;24.027951706;13.5939405;25.932280545;14.5815575600001
23000;V;20.541770382;14.87416934;20.504249452;14.4907702200001
38000;V;20.541770382;14.87416934;21.042446683;16.39398956
38000;V;23.463947595;16.41333178;23.795067211;17.2863812300001
23000;V;23.463947595;16.41333178;25.101918543;18.76462647
23000;H;23.463947595;16.41333178;23.985374784;15.4893035500001
38000;H;20.606357845;17.02134321;20.686992084;16.70156191
38000;V;20.606357845;17.02134321;20.738642776;17.43228189
38000;V;20.606357845;17.02134321;20.161094398;17.43483657
23000;H;20.606357845;17.02134321;19.906067573;16.7183166
23000;H;20.606357845;17.02134321;19.938171799;17.8147141099999
23000;H;20.606357845;17.02134321;22.211312666;16.0717096299999
38000;V;20.606357845;17.02134321;19.842551381;17.6594526899999
38000;V;20.606357845;17.02134321;19.534667778;17.23086668
38000;H;20.606357845;17.02134321;21.06292062;17.30485523
38000;V;20.606357845;17.02134321;20.794598441;17.30298915
38000;H;20.606357845;17.02134321;20.998830572;16.85212902
38000;V;20.332853689;18.83200636;21.666964306;19.27266123
38000;H;19.6639338539999;19.25258388;19.702373629;19.7294188099999
38000;H;19.6639338539999;19.25258388;20.715792581;19.4573813
23000;V;19.928533314;17.46677289;21.666964306;19.27266123
23000;H;19.928533314;17.46677289;20.123971101;17.80790773
38000;V;25.017066165;15.6029756199999;24.379443184;15.50723061
23000;V;25.017066165;15.6029756199999;25.932280545;14.5815575600001
23000;V;26.024299046;14.69686528;25.932280545;14.5815575600001
38000;V;20.481852969;15.3189577500001;20.700957088;15.3244531
38000;V;20.481852969;15.3189577500001;20.916977606;15.17415209
23000;H;22.981342422;17.87656679;22.701481381;17.13405178
23000;H;27.790011495;15.5277595299999;25.932280545;14.5815575600001
38000;V;26.139138388;15.10526969;25.932280545;14.5815575600001
38000;V;19.352437272;19.45445015;21.666964306;19.27266123
38000;V;20.082449536;16.94980662;20.370287015;16.82297823
38000;V;23.179580663;15.16284201;22.211312666;16.0717096299999
23000;H;23.388766709;14.6945999;25.932280545;14.5815575600001
23000;V;21.2864535300001;16.64305888;22.211312666;16.0717096299999
23000;H;22.8417959959999;14.9252664600001;25.932280545;14.5815575600001
38000;V;22.8417959959999;14.9252664600001;24.411423791;14.7701250100001
38000;H;24.70631132;20.0730154499999;25.101918543;18.76462647
38000;H;23.985374784;15.4893035500001;23.583183493;15.7001373099999
23000;V;23.985374784;15.4893035500001;25.101918543;18.76462647
38000;H;20.708153055;18.65575333;21.666964306;19.27266123
38000;H;20.455641622;16.82155493;22.211312666;16.0717096299999
23000;H;23.4335636540001;15.6869036999999;22.211312666;16.0717096299999
23000;H;23.547759102;14.0056059600001;25.932280545;14.5815575600001
38000;V;19.529621915;19.09329155;19.718097035;18.6460805
38000;V;20.84524652;17.37212956;22.211312666;16.0717096299999
23000;V;27.451786546;16.62192223;25.101918543;18.76462647
23000;V;25.932280545;14.5815575600001;25.48048428;17.24971767
23000;V;25.932280545;14.5815575600001;29.426137516;15.814605
38000;V;25.932280545;14.5815575600001;23.41260661;14.7661777300001
38000;V;25.932280545;14.5815575600001;25.796719052;14.9429881200001
23000;V;25.932280545;14.5815575600001;24.633714666;14.02889313
38000;V;25.932280545;14.5815575600001;24.912288411;15.1629674
38000;V;25.932280545;14.5815575600001;26.488303206;14.55265671
23000;V;25.932280545;14.5815575600001;26.725233688;17.66949644
23000;H;25.932280545;14.5815575600001;24.600067383;12.5150135999999
23000;V;25.932280545;14.5815575600001;23.5374333809999;14.48595679
23000;H;25.932280545;14.5815575600001;29.035050737;11.2606404599999
23000;V;25.932280545;14.5815575600001;24.959744924;10.80411974
23000;H;25.932280545;14.5815575600001;28.428147674;15.0810291299999
38000;H;25.932280545;14.5815575600001;25.939642142;14.28154679
23000;V;25.932280545;14.5815575600001;28.720940972;11.2025038300001
23000;V;25.932280545;14.5815575600001;24.253273266;15.05362142
23000;H;25.932280545;14.5815575600001;23.179625857;14.39889176
23000;H;25.932280545;14.5815575600001;28.715874326;11.5520563399999
23000;V;25.932280545;14.5815575600001;22.7257463;10.0462842399999
23000;H;25.932280545;14.5815575600001;28.4760260590001;11.3613459000001
23000;H;25.932280545;14.5815575600001;27.507333081;11.3898883199999
23000;V;25.932280545;14.5815575600001;26.43644236;18.43216345
23000;H;25.932280545;14.5815575600001;25.335019956;15.0183536100001
23000;V;25.932280545;14.5815575600001;29.053867002;10.88927618
38000;V;20.4241918039999;16.56018457;22.211312666;16.0717096299999
38000;H;23.162344795;20.87211601;23.195505736;20.96050241
38000;H;23.162344795;20.87211601;22.666516589;21.06097058
23000;V;23.162344795;20.87211601;21.666964306;19.27266123
38000;V;27.159587195;21.3568912900001;27.009279632;22.0489562
23000;H;27.159587195;21.3568912900001;26.682050073;22.67252391
38000;H;20.9272023980001;20.30900521;21.15949148;20.94010314
38000;V;26.939123623;18.49064847;28.325063939;17.1823607
23000;V;26.939123623;18.49064847;29.630446846;20.17476579
38000;V;26.939123623;18.49064847;27.411441999;18.07502562
38000;V;26.939123623;18.49064847;28.129934215;18.98351358
23000;V;26.939123623;18.49064847;23.898273509;17.61714769
23000;H;26.939123623;18.49064847;25.101918543;18.76462647
38000;H;26.939123623;18.49064847;27.160022494;16.9640167
38000;V;26.939123623;18.49064847;27.468325674;17.26350918
38000;V;26.939123623;18.49064847;28.557926926;18.93162765
38000;V;26.939123623;18.49064847;27.510821108;17.41518456
38000;H;26.939123623;18.49064847;27.350415602;18.10888928
38000;V;24.352402199;21.5818818;24.790677623;21.88123204
38000;V;24.352402199;21.5818818;24.100595713;21.78560669
38000;V;24.352402199;21.5818818;24.4986992950001;21.88774381
23000;V;24.352402199;21.5818818;21.920483242;20.39169696
38000;H;24.352402199;21.5818818;24.443286267;21.39983863
23000;V;24.352402199;21.5818818;26.682050073;22.67252391
23000;V;25.101918543;18.76462647;26.416280779;20.52394615
38000;H;25.101918543;18.76462647;24.528333487;18.70164841
23000;V;25.101918543;18.76462647;27.151724207;19.70670678
23000;V;25.101918543;18.76462647;21.064366379;17.7692909
38000;V;25.101918543;18.76462647;25.713197544;17.83193691
23000;V;25.101918543;18.76462647;21.983209451;19.6983181499999
38000;V;25.101918543;18.76462647;24.7703264200001;17.57729414
38000;V;25.101918543;18.76462647;24.825814345;19.29308214
23000;H;25.101918543;18.76462647;26.530728678;17.1119797500001
23000;H;25.101918543;18.76462647;22.209843997;19.57995805
23000;H;25.101918543;18.76462647;22.833365277;19.61183682
23000;H;25.101918543;18.76462647;25.671007752;21.5219475
38000;V;25.101918543;18.76462647;26.99939459;16.63166927
23000;V;25.101918543;18.76462647;22.130276911;18.14896079
38000;H;25.101918543;18.76462647;23.659224846;21.6591669599999
23000;V;25.101918543;18.76462647;24.737091246;20.60419323
38000;V;25.101918543;18.76462647;25.182584513;18.12284338
38000;V;25.101918543;18.76462647;26.079700512;19.8058891800001
38000;V;25.101918543;18.76462647;22.593092919;19.48694062
38000;V;25.101918543;18.76462647;24.617743958;18.64204856
38000;V;25.101918543;18.76462647;24.218120531;18.11289825
38000;V;25.101918543;18.76462647;24.087229433;18.94897133
38000;V;25.101918543;18.76462647;23.383540534;16.84464749
38000;V;25.101918543;18.76462647;24.813507309;19.62933277
38000;V;25.101918543;18.76462647;24.576761975;20.33516299
38000;V;25.101918543;18.76462647;25.999286312;19.9814767999999
38000;V;25.101918543;18.76462647;25.298653005;19.78764165
38000;V;25.101918543;18.76462647;26.843595415;18.25171867
23000;V;25.101918543;18.76462647;24.070301069;20.4760599399999
23000;H;25.101918543;18.76462647;22.018922166;19.82127578
23000;V;25.101918543;18.76462647;21.290479575;17.3990120399999
23000;H;25.101918543;18.76462647;23.8119200480001;20.08012803
23000;H;25.101918543;18.76462647;25.906039557;16.94728501
